instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
11632,2012-05-04,2,1,5,20,0,5,1,1,0.6593939393939393,0.6173472916294351,0.6231844061617712,0.16077780195265845,52,211,263
14326,2012-08-25,3,1,8,2,0,6,0,2,0.6698507462686568,0.6290817923677241,0.69,0.05031267747189669,9,56,65
14790,2012-09-13,3,1,9,10,0,4,1,1,0.6593939393939393,0.6250114345999231,0.5673721130271747,0.09333620891702997,61,171,233
14100,2012-08-15,3,1,8,16,0,3,1,1,0.7177777777777777,0.6820041365759293,0.5521693439790297,0.21677949137175972,57,177,234
4099,2011-06-24,3,0,6,16,0,5,1,1,0.7351351351351352,0.6888562212559729,0.4060576857543469,0.19638820904273674,39,166,205
14841,2012-09-15,3,1,9,13,0,6,0,1,1.02,0.6364,0.34310962613055646,0.3075033124026607,325,387,713
12150,2012-05-26,2,1,5,10,0,6,0,1,0.7087323943661972,0.664063464341038,0.7306559345819317,0.2239,206,272,478
4115,2011-06-25,3,0,6,8,0,6,0,1,0.6994285714285714,0.6503531095172349,0.451519060242073,0.24690220541672347,44,135,180
14841,2012-09-15,3,1,9,13,0,6,0,1,0.6486153846153847,0.6324161773613978,0.35834655162514145,0.31098878064038976,261,337,598
14841,2012-09-15,3,1,9,13,0,6,0,1,1.02,0.6364,0.3576189268020635,0.20466720792675558,325,372,698
14116,2012-08-16,3,1,8,8,0,4,1,1,0.7177777777777777,0.6396645724739594,0.5841420002062624,0.18275177008972412,38,599,638
11652,2012-05-05,2,1,5,16,0,6,0,2,0.6698507462686568,0.6319962992662981,0.676074543817972,0.26822455745579915,214,298,513
13972,2012-08-10,3,1,8,8,0,5,1,3,0.689855072463768,0.6491226491372657,0.8109944705235408,0.19698948898329274,44,115,159
4217,2011-06-29,3,0,6,14,0,3,1,1,0.7177777777777777,0.661016857704541,0.37250749423944135,0.2425025216158779,50,170,221
11819,2012-05-12,2,1,5,15,0,6,0,1,0.6698507462686568,0.6212,0.25607060808695314,0.19399999999999998,264,323,588
13796,2012-08-03,3,1,8,0,0,5,1,1,0.6994285714285714,0.68040222137926,0.7027709267812026,0.19492056345286618,14,54,69
14987,2012-09-21,3,1,9,15,0,5,1,1,0.689855072463768,0.6455870351819691,0.5517476122212532,0.247277748320294,96,491,588
14823,2012-09-14,3,1,9,19,0,5,1,1,0.6698507462686568,0.6273625546269083,0.5937827509818203,0.1287042441596332,73,401,474
4128,2011-06-25,3,0,6,21,0,6,0,1,1.02,0.6364,0.49137865941564796,0.17807289873534227,61,133,195
14629,2012-09-06,3,1,9,17,0,4,1,1,0.7087323943661972,0.6598544185118076,0.7245185356357706,0.24216630904864908,49,453,503
11652,2012-05-05,2,1,5,16,0,6,0,2,0.6698507462686568,0.6355666975490712,0.6521929011866545,0.38646080636297575,225,308,534
14294,2012-08-23,3,1,8,18,0,4,1,1,0.7177777777777777,0.6607225995080948,0.5403537899547948,0.13648368261306734,74,266,341
4184,2011-06-28,3,0,6,5,0,2,1,1,0.6698507462686568,0.6326850917300938,0.8080038326123976,0.1465860391867238,21,243,265
14816,2012-09-14,3,1,9,12,0,5,1,2,0.6994285714285714,0.6447620070428695,0.5213959518636343,0.13756038546088145,100,230,330
14436,2012-08-29,3,1,8,16,0,3,1,1,0.7177777777777777,0.6564141716635005,0.4950570664582579,0.0,62,335,397
4127,2011-06-25,3,0,6,20,0,6,0,1,0.689855072463768,0.6447037432079025,0.4935024969379421,0.1805875197083108,68,170,238
14817,2012-09-14,3,1,9,13,0,5,1,2,0.6994285714285714,0.6486864872042826,0.4872650701419524,0.1336053774134571,105,241,347
14137,2012-08-17,3,1,8,5,0,5,1,1,0.6593939393939393,0.2424,0.7034897437382124,0.11439163936767952,12,318,330
4573,2011-07-14,3,0,7,10,0,4,1,1,0.6994285714285714,0.649516303905713,0.3831370602270658,0.23174282495555826,36,121,157
14499,2012-09-01,3,1,9,7,0,6,0,1,0.7177777777777777,0.6981373377835026,0.6187339374565975,0.20690571460600568,23,112,136
14495,2012-09-01,3,1,9,3,0,6,0,1,0.689855072463768,0.650441632690346,0.7063081495277385,0.09717553749279254,6,28,35
4555,2011-07-13,3,0,7,16,0,3,1,1,0.6698507462686568,0.5961584952297839,0.8830657205761091,0.02242083680391385,25,120,145
14149,2012-08-17,3,1,8,17,0,5,1,2,0.751578947368421,0.2424,0.408093857449214,0.41225293806170904,101,330,432
13793,2012-08-11,3,1,7,3,0,5,1,0,0.679951064660795,0.6374134832306094,0.7936011589652047,0.22598125750551376,0,0,13
4267,2011-07-01,3,0,7,16,0,5,1,1,0.7351351351351352,0.6673610134617225,0.31314905074457744,0.028496325855278858,70,173,243
4495,2011-07-11,3,0,7,4,0,1,1,1,0.689855072463768,0.6403704275939778,0.7058175107803233,0.20186197252052562,16,76,92
4420,2011-07-08,3,0,7,1,0,5,1,1,0.6994285714285714,0.6901275408202027,0.79,0.011851022843049994,8,22,30
14569,2012-09-04,3,1,9,5,0,2,1,1,1.02,0.6364,0.8847420995121219,0.10673836335055382,7,153,160
14545,2012-09-03,3,1,9,5,1,1,0,1,0.6698507462686568,0.6203352938151284,0.8641228186240629,0.03689586365536445,7,34,41
14356,2012-08-26,3,1,8,8,0,0,0,1,0.6593939393939393,0.6271522145774783,0.8052603719843593,0.2445895579253375,57,168,225
4237,2011-06-30,3,0,6,10,0,4,1,1,0.7087323943661972,0.6502843331598122,0.3780507737760781,0.141513493303366,46,153,200
4304,2011-07-03,3,0,7,5,0,0,0,2,0.6698507462686568,0.6318331810941464,0.6771296172624962,0.10533517801224779,21,33,55
14567,2012-09-04,3,1,9,3,0,2,1,1,0.6698507462686568,0.5949504433299342,0.8837685487231782,0.011955484378245285,0,7,7
13900,2012-08-07,3,1,8,8,0,2,1,1,0.7087323943661972,0.682054427376625,0.7320614594230817,0.1343,67,123,190
14400,2012-08-28,3,1,8,4,0,2,1,1,0.7265753424657535,0.6723026555207413,0.755710639416369,0.2175796318436552,20,77,98
4423,2011-07-08,3,0,7,4,0,5,1,1,1.02,0.6364,0.79,0.23591450298864786,2,21,24
4317,2011-07-03,3,0,7,18,0,0,0,3,0.6698507462686568,0.6085551032201332,0.8154152283952485,0.007259975198809596,76,85,162
14398,2012-08-28,3,1,8,2,0,2,1,1,0.6698507462686568,0.6068166916838378,0.8690109560213127,0.17606819751758768,0,7,7
14067,2012-08-14,3,1,8,7,0,2,1,1,0.7087323943661972,0.6637245864559496,0.6876832665746381,0.10100732194109216,44,84,128
14063,2012-08-14,3,1,8,3,0,2,1,2,1.02,0.6364,0.83,0.19399999999999998,0,6,7
14356,2012-08-26,3,1,8,8,0,0,0,1,0.6593939393939393,0.633667852648554,0.7945084939792838,0.2809084290943676,22,114,137
14061,2012-08-14,3,1,8,1,0,2,1,1,1.02,0.6364,0.7955592725750332,0.24540278568176288,6,16,23
4282,2011-07-02,3,0,7,7,0,6,0,1,0.6593939393939393,0.6362232050660073,0.5695347501737034,0.0,37,93,130
14569,2012-09-04,3,1,9,5,0,2,1,2,0.689855072463768,0.6405911662749407,0.8830838840347511,0.1251376900403026,7,144,152
14034,2012-08-12,3,1,8,22,0,0,0,1,0.689855072463768,0.6367987618169673,0.6092077579795351,0.003546603444947787,25,86,111
4280,2011-07-02,3,0,7,5,0,6,0,1,1.02,0.6364,0.5373229110391015,0.02927867170896504,35,90,126
12058,2012-05-22,2,1,5,14,0,2,1,1,0.6593939393939393,0.6115347423625893,0.7084762678709332,0.1045,72,178,251
12063,2012-05-22,2,1,5,19,0,2,1,1,0.6486153846153847,0.6099592156795679,0.7087897436148012,0.1343,48,432,480
12174,2012-05-27,2,1,5,10,0,0,0,1,0.7087323943661972,0.6425120472835484,0.7319312907147877,0.2537,218,220,438
11892,2012-05-15,2,1,5,16,0,2,1,1,0.689855072463768,0.6412285871745081,0.6372090405973292,0.14034486071401897,72,416,488
14907,2012-09-18,3,1,9,7,0,2,1,2,0.6593939393939393,0.5954585627456352,0.85756012748245,0.4300665604700018,12,152,164
11888,2012-05-15,2,1,5,12,0,2,1,1,0.6593939393939393,0.6109696643723087,0.7171428003371386,0.1796160078771738,48,281,330
11845,2012-05-13,2,1,5,17,0,0,0,1,0.6994285714285714,0.6404683734581103,0.4426942870583512,0.3582,145,273,418
14574,2012-09-04,3,1,9,10,0,2,1,1,0.7177777777777777,0.709106889441022,0.7380274038086448,0.2477541683045879,45,282,328
13920,2012-08-08,3,1,8,4,0,3,1,1,0.689855072463768,0.6578074551563992,0.8546741664085822,0.04818996248578403,1,15,17
14909,2012-09-18,3,1,9,9,0,2,1,2,0.6593939393939393,0.601023102851508,0.8650266308400911,0.4478,14,230,244
14911,2012-09-18,3,1,9,11,0,2,1,2,1.02,0.6364,0.8052978731166428,0.5676053153842824,28,98,126
15151,2012-09-28,4,1,9,11,0,5,1,2,0.6593939393939393,0.6013246078705318,0.7250130573862057,0.16850646055099788,63,215,278
12082,2012-05-23,2,1,5,14,0,3,1,1,0.689855072463768,0.6449691676393914,0.6273002181737977,0.05808548251852581,65,187,253
14064,2012-08-14,3,1,8,4,0,2,1,2,1.02,0.6364,0.848601554395688,0.19399999999999998,0,14,14
14065,2012-08-14,3,1,8,5,0,2,1,1,0.689855072463768,0.6376115205334806,0.8860015823977537,0.19042141624598954,3,39,42
15112,2012-08-11,3,1,9,11,0,2,1,0,0.6799196632136909,0.6364919758146835,0.6075246516960437,0.22940473555976196,58,260,318
14806,2012-08-11,2,0,8,14,0,1,0,0,0.6810275121021873,0.6212809338231444,0.3071814242287999,0.08925373213390617,73,181,251
14332,2012-08-25,3,1,8,8,0,6,0,2,0.6593939393939393,0.6156815603469127,0.7309815289841286,0.2428006111446897,39,164,203
14261,2012-08-22,3,1,8,9,0,3,1,1,0.689855072463768,0.64099997727944,0.6378146297233375,0.027295229419724013,48,281,330
4469,2011-07-10,3,0,7,2,0,0,0,1,0.6698507462686568,0.6256249410881988,0.7254442727361883,0.0896,12,33,45
11604,2012-05-03,2,1,5,16,0,4,1,1,0.6593939393939393,0.6359244087658846,0.572511372853414,0.1646677431939484,45,325,370
4393,2011-07-06,3,0,7,22,0,3,1,1,0.7087323943661972,0.6373117935993524,0.828044007130102,0.2239,20,81,102
14088,2012-08-15,3,1,8,4,0,3,1,1,0.6593939393939393,0.6011326530978176,0.7507638482919499,0.08099863189622117,3,28,32
14417,2012-08-28,3,1,8,21,0,2,1,1,0.7434666666666665,0.6510414287151852,0.5506622639610761,0.041230815768705575,22,111,133
4374,2011-07-06,3,0,7,3,0,3,1,1,0.689855072463768,0.665802554987143,0.7911847458915603,0.0026538307970950803,0,6,6
2326,2011-04-11,2,0,4,19,0,1,1,1,0.7087323943661972,0.6430227022265995,0.5503286072477239,0.5224,56,172,228
4493,2011-07-11,3,0,7,2,0,1,1,1,0.689855072463768,0.6379958384010191,0.65,0.16734940293711065,2,9,12
11841,2012-05-13,2,1,5,13,0,0,0,1,0.689855072463768,0.6437877957405103,0.5106445202363828,0.19528259527040193,241,335,577
4174,2011-06-27,3,0,6,19,0,1,1,1,0.6994285714285714,0.6774727931797605,0.6266719047889154,0.1755092924421486,53,318,372
11169,2012-08-11,1,1,3,15,0,1,0,0,0.6812941196044977,0.6250071045034955,0.22309409403868513,0.3585519568217094,50,320,368
4375,2011-07-06,3,0,7,4,0,3,1,1,0.689855072463768,0.6405180274269328,0.817768235365546,0.09567510976844548,4,27,32
14985,2012-09-21,3,1,9,13,0,5,1,1,0.689855072463768,0.6425194081444792,0.5578422354745447,0.18839395140565612,86,316,402
13943,2012-08-09,3,1,8,3,0,4,1,1,1.02,0.6364,0.838089847327222,0.09562693625878045,0,5,6
14523,2012-09-02,3,1,9,7,0,0,0,1,0.6698507462686568,0.6298565970490003,0.89,0.0896,26,89,116
4305,2011-07-03,3,0,7,6,0,0,0,1,0.689855072463768,0.6396998222310613,0.7441084325481536,0.2173659149199514,34,52,86
4431,2011-07-08,3,0,7,12,0,5,1,2,0.7087323943661972,0.670785319237355,0.7562361138472582,0.39695966000549493,28,106,135
14700,2012-09-09,3,1,9,16,0,0,0,1,0.689855072463768,0.6364,0.36294507311328633,0.2747942313912738,223,468,692
14700,2012-09-09,3,1,9,16,0,0,0,1,0.6698507462686568,0.6253762587221554,0.3682426158989909,0.18399494488086693,178,427,606
11174,2012-04-15,2,1,4,18,0,0,0,1,0.689855072463768,0.6364,0.42091736192442497,0.25849321605512066,177,285,463
12133,2012-05-25,2,1,5,17,0,5,1,1,0.689855072463768,0.6479280818522595,0.6831171218995806,0.1642,77,244,322
11197,2012-04-16,2,1,4,17,1,1,0,1,1.02,0.6364,0.5339745513018929,0.2537,53,217,271
11198,2012-04-16,2,1,4,18,1,1,0,1,0.7177777777777777,0.6555371712958813,0.4847085841904652,0.28518781268287086,66,211,278
11202,2012-04-16,2,1,4,22,1,1,0,1,0.689855072463768,0.6364,0.47219485105994485,0.28192784454190783,28,127,155
14545,2012-09-03,3,1,9,5,1,1,0,2,0.689855072463768,0.6571362788212735,0.8557817181167103,0.12334337143135216,30,73,104
12130,2012-05-25,2,1,5,14,0,5,1,1,0.6698507462686568,0.631889501976679,0.7751628354496023,0.12545704992796292,82,179,261
14198,2012-08-19,3,1,8,18,0,0,0,2,0.6593939393939393,0.606498651189421,0.7294737278027444,0.13253304109771447,72,269,342
12011,2012-05-20,2,1,5,15,0,0,0,1,0.689855072463768,0.645716216755756,0.4525451995604901,0.3284,184,351,536
13945,2012-08-09,3,1,8,5,0,4,1,1,0.6698507462686568,0.607862588380736,0.83,0.1598604259669006,4,152,157
14537,2012-09-02,3,1,9,21,0,0,0,2,0.689855072463768,0.6410674877028737,0.8315404249844467,0.13890587070349583,65,90,156
4175,2011-06-27,3,0,6,20,0,1,1,1,0.6994285714285714,0.6438972281524203,0.652885009146434,0.0,21,81,103
14141,2012-08-17,3,1,8,9,0,5,1,1,0.7087323943661972,0.2424,0.6370435036652919,0.1671835876974891,48,596,645
12585,2012-06-13,2,1,6,13,0,3,1,1,1.02,0.6364,0.42599086984524737,0.4179,91,262,353
3536,2011-06-01,2,0,6,5,0,3,1,2,0.6698507462686568,0.5982243100831388,0.89,0.0896,2,35,38
5119,2011-08-06,3,0,8,4,0,6,0,1,0.6698507462686568,0.6214581249712979,0.8053434405466964,0.19363993198724452,14,44,58
12253,2012-05-30,2,1,5,17,0,3,1,1,0.689855072463768,0.6421730366945929,0.5470607813459883,0.06454752751092976,45,252,298
5118,2011-08-06,3,0,8,3,0,6,0,1,0.6698507462686568,0.619648552691723,0.8023573476761108,0.180675020785038,28,99,127
3659,2012-08-11,1,0,5,17,0,0,0,2,0.6799171351538789,0.6364373152465997,0.836548512485316,0.28297910682849364,95,155,251
13476,2012-07-20,3,1,7,16,0,5,1,2,0.6486153846153847,0.6293525665714456,0.83,0.3231900162112337,63,340,404
3757,2012-08-11,1,0,5,16,0,0,0,3,0.6782226192253425,0.6356652144997206,0.8294591107726141,0.284019228410109,114,232,351
13473,2012-07-20,3,1,7,13,0,5,1,3,0.689855072463768,0.6387719555601444,0.8307828236172093,0.1091734569947402,22,139,161
13472,2012-07-20,3,1,7,12,0,5,1,2,0.689855072463768,0.6385787734381048,0.8307190671412886,0.17385707170750722,41,228,269
13477,2012-07-20,3,1,7,17,0,5,1,2,0.6698507462686568,0.6066124579378218,0.7808456401614222,0.32562291770988944,72,550,623
3790,2011-06-11,2,0,6,19,0,6,0,1,0.689855072463768,0.6391406551478408,0.7236649693175049,0.24286442964727822,95,177,273
13055,2012-07-03,3,1,7,3,0,2,1,1,0.6994285714285714,0.636656338710455,0.6490693974207901,0.10361592754975057,0,6,6
3774,2011-06-11,2,0,6,3,0,6,0,1,0.689855072463768,0.6470209858001806,0.757526379208219,0.12385427799190152,6,25,31
3771,2011-06-11,2,0,6,0,0,6,0,1,0.689855072463768,0.6655946822171979,0.79,0.13266938267685638,27,86,113
3774,2011-06-11,2,0,6,3,0,6,0,1,0.6994285714285714,0.6379937887462843,0.8168499278359376,0.09509147013571247,10,19,30
5166,2011-08-08,3,0,8,3,0,1,1,1,0.6698507462686568,0.5995762957772196,0.8785587308432268,0.11018249701453069,2,8,10
5578,2011-08-25,3,0,8,7,0,4,1,2,0.6994285714285714,0.636716988103403,0.7897384586605586,0.3266821964825485,17,294,311
5576,2011-08-25,3,0,8,5,0,4,1,1,0.689855072463768,0.645230410628811,0.7191432694020166,0.305449687975881,4,10,14
3645,2011-06-05,2,0,6,18,0,0,0,1,0.689855072463768,0.6369153353628099,0.6476110281194243,0.16216254826756615,108,248,357
13081,2012-07-04,3,1,7,5,1,3,0,1,0.7177777777777777,0.6584650704942949,0.6598957836840779,0.12336264561232317,38,88,127
13077,2012-07-04,3,1,7,1,1,3,0,1,1.02,0.6364,0.74,0.03365302825254274,23,83,107
13083,2012-07-04,3,1,7,7,1,3,0,1,0.689855072463768,0.6497453542042899,0.6309163074985308,0.10276859454595495,40,113,153
13219,2012-08-11,3,1,7,22,0,1,0,1,0.6798495821190698,0.6393174861905343,0.7930137494699463,0.1943585567124077,26,149,178
3670,2011-06-06,2,0,6,19,0,1,1,1,0.6994285714285714,0.6436603032856251,0.5932270221124173,0.14860495399840978,60,292,353
5110,2011-08-05,3,0,8,19,0,5,1,1,0.7087323943661972,0.6741376052397591,0.5736285300976591,0.24867049859349827,81,251,332
2543,2011-04-20,2,0,4,20,0,3,1,1,0.6698507462686568,0.6212,0.32079779584331436,0.10807213088844009,31,192,223
3707,2012-08-11,1,0,6,22,0,1,1,1,0.6831338997450427,0.6369723089136435,0.7911496934455926,0.1058855009907289,17,72,95
5571,2011-08-25,3,0,8,0,0,4,1,1,0.6698507462686568,0.6318223088526117,0.74,0.3075048003491388,8,29,37
2678,2011-04-26,2,0,4,11,0,2,1,1,0.7087323943661972,0.6458148852801222,0.6064988798938244,0.4066501205024191,39,134,173
3751,2011-06-10,2,0,6,4,0,5,1,1,0.6698507462686568,0.6157751077641112,0.7512620561462044,0.1642,1,21,23
3751,2011-06-10,2,0,6,4,0,5,1,1,0.6994285714285714,0.6529745415782093,0.679047659750082,0.14240484290266306,11,90,101
5573,2011-08-25,3,0,8,2,0,4,1,1,0.6698507462686568,0.6269710467470564,0.7210162935952091,0.3510665454473203,2,5,8
3685,2011-06-07,2,0,6,10,0,2,1,2,0.7177777777777777,0.6775012525671227,0.548958535791402,0.21528167585007335,40,215,255
2682,2011-04-26,2,0,4,15,0,2,1,1,1.02,0.6364,0.6211836680518882,0.36655979186878646,58,364,423
2684,2011-04-26,2,0,4,17,0,2,1,1,1.02,0.6364,0.6346334323499165,0.41337888846381293,65,459,525
5665,2011-08-29,3,0,8,11,0,1,1,1,0.6698507462686568,0.6336665049032398,0.4453950561120267,0.1642,46,148,194
3880,2011-06-15,2,0,6,13,0,3,1,1,0.6486153846153847,0.632937199087039,0.3918942189351668,0.023806756276606646,44,121,166
5074,2011-08-04,3,0,8,7,0,4,1,2,0.7177777777777777,0.6824365959215307,0.7258007807290184,0.1712739079558993,33,98,131
13559,2012-07-24,3,1,7,3,0,2,1,1,0.6698507462686568,0.6211493641437562,0.8101328526155033,0.1341517174713613,5,27,33
5065,2011-08-03,3,0,8,22,0,3,1,2,0.689855072463768,0.6402184295288261,0.8836989611735542,0.09147770957028087,4,55,59
5058,2011-08-03,3,0,8,15,0,3,1,2,0.689855072463768,0.6638882313645755,0.7992797644733479,0.13153463018694234,29,85,114
5064,2011-08-03,3,0,8,21,0,3,1,2,1.02,0.6364,0.89,0.13178027903836217,7,79,87
5073,2011-08-04,3,0,8,6,0,4,1,2,0.7087323943661972,0.6613385915324682,0.7953485799922825,0.09214109973794765,15,50,65
5787,2011-09-03,3,0,9,13,0,6,0,1,0.689855072463768,0.648548376311421,0.6530037888402225,0.20638572963598206,91,146,238
5794,2011-09-03,3,0,9,20,0,6,0,1,0.689855072463768,0.6490526638587604,0.7924178301224938,0.11694387402610759,99,117,217
3902,2011-06-16,2,0,6,11,0,4,1,2,0.6698507462686568,0.6363614852652567,0.6102027091302277,0.29823521119864005,33,117,150
12350,2012-06-03,2,1,6,18,0,0,0,1,0.689855072463768,0.6364,0.34,0.28722955939951555,142,361,503
12902,2012-06-26,3,1,6,18,0,2,1,1,0.6994285714285714,0.6364,0.3065982998893086,0.3186300935380173,63,301,364
5827,2011-09-05,3,0,9,5,1,1,0,2,0.6698507462686568,0.6215196182850018,0.7410513759375059,0.13367337994124645,6,5,11
5826,2011-09-05,3,0,9,4,1,1,0,2,0.6698507462686568,0.6251435053923422,0.7529720572116523,0.14205729021256805,8,9,18
5059,2011-08-03,3,0,8,16,0,3,1,3,0.689855072463768,0.6453599247944457,0.8047853544462802,0.0,29,221,251
13080,2012-07-04,3,1,7,4,1,3,0,1,0.6698507462686568,0.6340767800793876,0.69,0.21492362540399035,5,11,16
5071,2011-08-04,3,0,8,4,0,4,1,2,1.02,0.6364,0.89,0.009353665086387774,2,16,19
5073,2011-08-04,3,0,8,6,0,4,1,2,1.02,0.6364,0.89,0.2366738535791909,8,216,225
13007,2012-07-01,3,1,7,3,0,0,0,1,0.6994285714285714,0.6762196668041195,0.7571454894355449,0.0947093558517924,14,47,62
3158,2011-05-16,2,0,5,11,0,1,1,1,0.6593939393939393,0.6220002360676238,0.5668411734172745,0.0,57,128,185
3159,2011-05-16,2,0,5,12,0,1,1,1,0.6698507462686568,0.6262058201909566,0.5301200917283752,0.0600920072954137,68,142,210
5086,2011-08-04,3,0,8,19,0,4,1,1,0.689855072463768,0.6572977434083832,0.74,0.2557966273726449,55,251,306
3855,2011-06-14,2,0,6,12,0,2,1,1,0.6593939393939393,0.6223876402219745,0.41,0.34537036023366996,31,149,181
13526,2012-07-22,3,1,7,18,0,0,0,1,0.7087323943661972,0.6912072202663454,0.6724267552042096,0.1642,159,317,477
5072,2011-08-04,3,0,8,5,0,4,1,2,1.02,0.6364,0.89,0.03909906444389566,3,26,30
13537,2012-07-23,3,1,7,5,0,1,1,2,0.6698507462686568,0.6206433294125736,0.9073150226235454,0.10507963022544958,6,113,120
5763,2011-09-02,3,0,9,13,0,5,1,2,0.689855072463768,0.6364143291212973,0.6499620420627888,0.13441330444257552,71,207,279
5764,2011-09-02,3,0,9,14,0,5,1,2,0.6698507462686568,0.6304214933931795,0.6853990522772262,0.14071862865610665,67,284,351
5767,2011-09-02,3,0,9,17,0,5,1,2,0.689855072463768,0.6417347112475257,0.6358683145760908,0.17290845950481548,61,302,364
12345,2012-06-03,2,1,6,13,0,0,0,1,0.689855072463768,0.6364,0.35526749447960604,0.27652490424701104,247,412,660
12344,2012-06-03,2,1,6,12,0,0,0,1,0.6698507462686568,0.6223271938719448,0.38777527525274047,0.300717308998102,275,408,683
12929,2012-06-27,3,1,6,21,0,3,1,1,0.7177777777777777,0.6474797862391426,0.41149287794512157,0.1561304699167265,34,228,263
5736,2011-09-01,3,0,9,10,0,4,1,1,0.6994285714285714,0.64331354665715,0.5871830143328379,0.1343,47,103,150
3928,2011-06-17,2,0,6,13,0,5,1,1,0.7177777777777777,0.6569374484872761,0.581431990375633,0.21321317974424647,54,204,259
13080,2012-07-04,3,1,7,4,1,3,0,1,0.6698507462686568,0.6205813456571643,0.7439722040168457,0.07011370555256875,18,64,82
5562,2011-08-24,3,0,8,15,0,3,1,1,0.7087323943661972,0.6659518025522748,0.598871093451135,0.31796253075579334,44,132,177
3536,2011-06-01,2,0,6,5,0,3,1,1,1.02,0.6364,0.89,0.11135288534775596,5,97,102
2659,2011-04-25,2,0,4,16,0,1,1,1,0.689855072463768,0.6464848451081788,0.5499638838910353,0.3582,51,273,325
5481,2011-08-21,3,0,8,6,0,0,0,1,0.6698507462686568,0.6323968150105118,0.8352789252608634,0.29718906689355223,11,18,29
3375,2011-05-25,2,0,5,12,0,3,1,1,0.7177777777777777,0.6688263499053536,0.5804385233053472,0.1774079871199425,32,173,206
13294,2012-07-13,3,1,7,2,0,5,1,2,1.02,0.6364,0.5851882826476105,0.0370403494760673,7,19,26
13294,2012-07-13,3,1,7,2,0,5,1,2,1.02,0.6364,0.5984665975318934,0.01721772225595916,4,12,17
3512,2011-05-31,2,0,5,5,0,2,1,1,0.6698507462686568,0.6062882078467479,0.8297515407963724,0.0896,0,26,26
3511,2011-05-31,2,0,5,4,0,2,1,1,0.7087323943661972,0.6737278533685687,0.748326629129195,0.09877797054771736,12,138,151
5479,2011-08-21,3,0,8,4,0,0,0,1,0.6698507462686568,0.6166546400549634,0.856037837290158,0.2498076481037073,2,7,9
5478,2011-08-21,3,0,8,3,0,0,0,1,0.689855072463768,0.6452786741618172,0.79,0.20276146394185915,17,54,72
5342,2011-08-15,3,0,8,11,0,1,1,1,0.7265753424657535,0.6828277102127751,0.5857369783861059,0.2836,53,119,172
2160,2011-04-04,2,0,4,20,0,1,1,1,0.689855072463768,0.6364,0.3083200421809207,0.4627,31,130,162
5477,2011-08-21,3,0,8,2,0,0,0,1,0.6698507462686568,0.6111967229494919,0.8232716528719578,0.2239,23,33,56
13288,2012-07-12,3,1,7,20,0,4,1,1,0.6994285714285714,0.6661330142647789,0.48318110808539894,0.22222336891498973,44,335,379
12279,2012-05-31,2,1,5,19,0,4,1,1,0.7177777777777777,0.638844288644004,0.42951295301252396,0.16660395384789836,85,375,460
12278,2012-05-31,2,1,5,18,0,4,1,1,0.7177777777777777,0.6499974123304417,0.3906364568861848,0.21778188225263212,68,347,416
13270,2012-07-12,3,1,7,2,0,4,1,1,0.6593939393939393,0.6210843227484122,0.6706561475310405,0.05282139514161448,0,29,30
13075,2012-08-11,2,1,6,23,0,0,0,3,0.6792381439994559,0.6347079456990852,0.8258543097924347,0.08718219874517578,25,97,126
13196,2012-07-09,3,1,7,0,0,1,1,2,0.689855072463768,0.6393946553099941,0.89,0.09991821829582112,5,30,35
5413,2011-08-18,3,0,8,10,0,4,1,1,0.7177777777777777,0.7109535137591987,0.5810601590073459,0.25189167163604137,43,96,139
3412,2011-05-27,2,0,5,1,0,5,1,1,0.6593939393939393,0.6312831993645782,0.69,0.2259882183408348,12,58,71
5424,2011-08-18,3,0,8,21,0,4,1,2,0.689855072463768,0.6647336888453113,0.7432447378790243,0.09771849783283913,17,118,135
13223,2012-07-10,3,1,7,3,0,2,1,1,0.7177777777777777,0.6415112486421862,0.7785216344891459,0.013098840641798297,3,11,15
3539,2011-06-01,2,0,6,8,0,3,1,2,0.7087323943661972,0.7077147329801925,0.7486894326680464,0.2239,32,163,195
13224,2012-07-10,3,1,7,4,0,2,1,1,0.6698507462686568,0.6267827484881513,0.8026960415998002,0.1343,0,15,16
5427,2011-08-19,3,0,8,0,0,5,1,3,0.6593939393939393,0.6339985234095876,0.6979256653148921,0.1863121046445546,8,51,60
2632,2011-04-24,2,0,4,13,0,0,0,1,0.6593939393939393,0.6285533674387757,0.6603585908399001,0.23052265299572353,149,208,357
5364,2011-08-16,3,0,8,9,0,2,1,1,0.7177777777777777,0.6451720735820654,0.584881727628447,0.28647894044873956,30,166,196
3479,2011-05-29,2,0,5,20,0,0,0,1,0.7087323943661972,0.6463402170623074,0.8086761020115517,0.18378518015246714,124,129,254
13252,2012-07-11,3,1,7,8,0,3,1,2,0.7177777777777777,0.64051573098674,0.7785825164172339,0.1625743678136919,31,618,649
2153,2011-04-04,2,0,4,13,0,1,1,1,0.7087323943661972,0.6376203977815391,0.3343425268405468,0.34166273350666093,47,90,137
13225,2012-07-10,3,1,7,5,0,2,1,1,0.6698507462686568,0.6266606167797703,0.802857271577861,0.11407866732550642,3,136,140
13779,2012-08-02,3,1,8,7,0,4,1,1,0.7351351351351352,0.7260787851205633,0.6124182472860131,0.027177945172451562,39,105,144
